Date,AAPL,MSFT,SQ
2018-06-04,47.95750045776367,101.66999816894531,61.20000076293945
2018-06-05,48.32749938964844,102.19000244140625,61.56999969482422
2018-06-06,48.494998931884766,102.48999786376953,62.720001220703125
2018-06-07,48.3650016784668,100.87999725341797,60.66999816894531
2018-06-08,47.92499923706055,101.62999725341797,61.779998779296875
2018-06-11,47.807498931884766,101.05000305175781,61.290000915527344
2018-06-12,48.06999969482422,101.30999755859375,63.209999084472656
2018-06-13,47.67499923706055,100.8499984741211,62.5
2018-06-14,47.70000076293945,101.41999816894531,63.880001068115234
2018-06-15,47.209999084472656,100.12999725341797,64.4800033569336
2018-06-18,47.185001373291016,100.86000061035156,66.19999694824219
2018-06-19,46.42250061035156,100.86000061035156,65.95999908447266
2018-06-20,46.625,101.87000274658203,67.58999633789062
2018-06-21,46.3650016784668,101.13999938964844,67.0999984741211
2018-06-22,46.22999954223633,100.41000366210938,65.75
2018-06-25,45.54249954223633,98.38999938964844,61.88999938964844
2018-06-26,46.10749816894531,99.08000183105469,62.54999923706055
2018-06-27,46.040000915527344,97.54000091552734,60.09000015258789
2018-06-28,46.375,98.62999725341797,61.54999923706055
2018-06-29,46.27750015258789,98.61000061035156,61.63999938964844
2018-07-02,46.79499816894531,100.01000213623047,63.13999938964844
2018-07-03,45.97999954223633,99.05000305175781,61.75
2018-07-05,46.349998474121094,99.76000213623047,64.1500015258789
2018-07-06,46.99250030517578,101.16000366210938,66.44000244140625
2018-07-09,47.64500045776367,101.8499984741211,66.4800033569336
2018-07-10,47.587501525878906,102.12000274658203,64.76000213623047
2018-07-11,46.970001220703125,101.9800033569336,65.33000183105469
2018-07-12,47.75749969482422,104.19000244140625,67.27999877929688
2018-07-13,47.83250045776367,105.43000030517578,66.97000122070312
2018-07-16,47.727500915527344,104.91000366210938,66.94999694824219
2018-07-17,47.86249923706055,105.94999694824219,68.33000183105469
2018-07-18,47.599998474121094,105.12000274658203,68.29000091552734
2018-07-19,47.970001220703125,104.4000015258789,70.31999969482422
2018-07-20,47.86000061035156,106.2699966430664,70.41000366210938
2018-07-23,47.90250015258789,107.97000122070312,71.5999984741211
2018-07-24,48.25,107.66000366210938,69.36000061035156
2018-07-25,48.70500183105469,110.83000183105469,72.52999877929688
2018-07-26,48.5525016784668,109.62000274658203,71.98999786376953
2018-07-27,47.744998931884766,107.68000030517578,69.8499984741211
2018-07-30,47.477500915527344,105.37000274658203,65.62000274658203
2018-07-31,47.5724983215332,106.08000183105469,64.6500015258789
2018-08-01,50.375,106.27999877929688,66.86000061035156
2018-08-02,51.84749984741211,107.56999969482422,72.6500015258789
2018-08-03,51.997501373291016,108.04000091552734,68.36000061035156
2018-08-06,52.26750183105469,108.12999725341797,70.91999816894531
2018-08-07,51.77750015258789,108.87999725341797,71.0
2018-08-08,51.8125,109.48999786376953,70.81999969482422
2018-08-09,52.220001220703125,109.66999816894531,69.37999725341797
2018-08-10,51.88249969482422,109.0,70.5999984741211
2018-08-13,52.217498779296875,108.20999908447266,72.37000274658203
2018-08-14,52.4375,109.55999755859375,74.97000122070312
2018-08-15,52.560001373291016,107.66000366210938,72.23999786376953
2018-08-16,53.33000183105469,107.63999938964844,72.76000213623047
2018-08-17,54.39500045776367,107.58000183105469,72.9000015258789
2018-08-20,53.8650016784668,106.87000274658203,74.26000213623047
2018-08-21,53.7599983215332,105.9800033569336,75.19000244140625
2018-08-22,53.76250076293945,107.05999755859375,76.44000244140625
2018-08-23,53.872501373291016,107.55999755859375,77.12000274658203
2018-08-24,54.040000915527344,108.4000015258789,78.18000030517578
2018-08-27,54.48500061035156,109.5999984741211,78.25
2018-08-28,54.92499923706055,110.26000213623047,80.80000305175781
2018-08-29,55.744998931884766,112.0199966430664,85.69999694824219
2018-08-30,56.25749969482422,111.94999694824219,87.76000213623047
2018-08-31,56.907501220703125,112.33000183105469,88.63999938964844
2018-09-04,57.09000015258789,111.70999908447266,91.25
2018-09-05,56.717498779296875,108.48999786376953,87.19999694824219
2018-09-06,55.775001525878906,108.73999786376953,88.54000091552734
2018-09-07,55.32500076293945,108.20999908447266,89.97000122070312
2018-09-10,54.58250045776367,109.37999725341797,89.38999938964844
2018-09-11,55.962501525878906,111.23999786376953,92.27999877929688
2018-09-12,55.26750183105469,111.70999908447266,90.44000244140625
2018-09-13,56.602500915527344,112.91000366210938,90.22000122070312
2018-09-14,55.959999084472656,113.37000274658203,90.81999969482422
2018-09-17,54.470001220703125,112.13999938964844,86.86000061035156
2018-09-18,54.560001373291016,113.20999908447266,87.98999786376953
2018-09-19,54.592498779296875,111.69999694824219,84.80000305175781
2018-09-20,55.00749969482422,113.56999969482422,86.51000213623047
2018-09-21,54.415000915527344,114.26000213623047,85.30000305175781
2018-09-24,55.1974983215332,114.66999816894531,86.04000091552734
2018-09-25,55.54750061035156,114.44999694824219,95.3499984741211
2018-09-26,55.10499954223633,113.9800033569336,94.6500015258789
2018-09-27,56.23749923706055,114.41000366210938,97.95999908447266
2018-09-28,56.435001373291016,114.37000274658203,99.01000213623047
2018-10-01,56.814998626708984,115.61000061035156,97.27999877929688
2018-10-02,57.31999969482422,115.1500015258789,97.83000183105469
2018-10-03,58.01750183105469,115.16999816894531,96.95999908447266
2018-10-04,56.997501373291016,112.79000091552734,94.48999786376953
2018-10-05,56.0724983215332,112.12999725341797,94.11000061035156
2018-10-08,55.942501068115234,110.8499984741211,86.05999755859375
2018-10-09,56.717498779296875,112.26000213623047,86.16999816894531
2018-10-10,54.09000015258789,106.16000366210938,77.44999694824219
2018-10-11,53.61249923706055,105.91000366210938,69.02999877929688
2018-10-12,55.52750015258789,109.56999969482422,73.97000122070312
2018-10-15,54.34000015258789,107.5999984741211,73.7699966430664
2018-10-16,55.537498474121094,111.0,78.72000122070312
2018-10-17,55.29750061035156,110.70999908447266,78.05000305175781
2018-10-18,54.005001068115234,108.5,74.95999908447266
2018-10-19,54.82749938964844,108.66000366210938,74.06999969482422
2018-10-22,55.162498474121094,109.62999725341797,75.72000122070312
2018-10-23,55.682498931884766,108.0999984741211,74.1500015258789
2018-10-24,53.772499084472656,102.31999969482422,69.33999633789062
2018-10-25,54.95000076293945,108.30000305175781,73.48999786376953
2018-10-26,54.07500076293945,106.95999908447266,71.12000274658203
2018-10-29,53.060001373291016,103.8499984741211,67.27999877929688
2018-10-30,53.32500076293945,103.7300033569336,68.76000213623047
2018-10-31,54.71500015258789,106.80999755859375,73.44999694824219
2018-11-01,55.55500030517578,105.91999816894531,76.73999786376953
2018-11-02,51.869998931884766,106.16000366210938,77.76000213623047
2018-11-05,50.397499084472656,107.51000213623047,75.01000213623047
2018-11-06,50.942501068115234,107.72000122070312,77.30999755859375
2018-11-07,52.48749923706055,111.95999908447266,82.69000244140625
2018-11-08,52.122501373291016,111.75,75.2300033569336
2018-11-09,51.11750030517578,109.56999969482422,73.2699966430664
2018-11-12,48.54249954223633,106.87000274658203,69.83000183105469
2018-11-13,48.057498931884766,106.94000244140625,71.8499984741211
2018-11-14,46.70000076293945,104.97000122070312,69.80999755859375
2018-11-15,47.852500915527344,107.27999877929688,73.5999984741211
2018-11-16,48.38249969482422,108.29000091552734,70.58999633789062
2018-11-19,46.46500015258789,104.62000274658203,62.970001220703125
2018-11-20,44.244998931884766,101.70999908447266,61.81999969482422
2018-11-21,44.19499969482422,103.11000061035156,62.619998931884766
2018-11-23,43.0724983215332,103.06999969482422,63.470001220703125
2018-11-26,43.654998779296875,106.47000122070312,66.5199966430664
2018-11-27,43.560001373291016,107.13999938964844,65.87999725341797
2018-11-28,45.23500061035156,111.12000274658203,69.88999938964844
2018-11-29,44.88750076293945,110.19000244140625,69.9000015258789
2018-11-30,44.64500045776367,110.88999938964844,69.83999633789062
2018-12-03,46.20500183105469,112.08999633789062,71.94999694824219
2018-12-04,44.17250061035156,108.5199966430664,63.5099983215332
2018-12-06,43.68000030517578,109.19000244140625,65.69000244140625
2018-12-07,42.122501373291016,104.81999969482422,60.779998779296875
2018-12-10,42.400001525878906,107.58999633789062,63.380001068115234
2018-12-11,42.157501220703125,108.58999633789062,61.779998779296875
2018-12-12,42.275001525878906,109.08000183105469,63.650001525878906
2018-12-13,42.73749923706055,109.44999694824219,62.900001525878906
2018-12-14,41.369998931884766,106.02999877929688,62.13999938964844
2018-12-17,40.98500061035156,102.88999938964844,58.619998931884766
2018-12-18,41.51750183105469,103.97000122070312,59.91999816894531
2018-12-19,40.22249984741211,103.69000244140625,59.029998779296875
2018-12-20,39.20750045776367,101.51000213623047,55.900001525878906
2018-12-21,37.682498931884766,98.2300033569336,52.5099983215332
2018-12-24,36.70750045776367,94.12999725341797,50.720001220703125
2018-12-26,39.29249954223633,100.55999755859375,55.31999969482422
2018-12-27,39.037498474121094,101.18000030517578,56.150001525878906
2018-12-28,39.057498931884766,100.38999938964844,55.869998931884766
2018-12-31,39.435001373291016,101.56999969482422,56.09000015258789
2019-01-02,39.47999954223633,101.12000274658203,57.20000076293945
2019-01-03,35.54750061035156,97.4000015258789,52.41999816894531
2019-01-04,37.064998626708984,101.93000030517578,58.18000030517578
2019-01-07,36.98249816894531,102.05999755859375,60.720001220703125
2019-01-08,37.6875,102.80000305175781,63.119998931884766
2019-01-09,38.32749938964844,104.2699966430664,65.93000030517578
2019-01-10,38.45000076293945,103.5999984741211,66.0999984741211
2019-01-11,38.0724983215332,102.80000305175781,66.2300033569336
2019-01-14,37.5,102.05000305175781,65.18000030517578
2019-01-15,38.26750183105469,105.01000213623047,65.95999908447266
2019-01-16,38.73500061035156,105.37999725341797,65.9000015258789
2019-01-17,38.96500015258789,106.12000274658203,68.83999633789062
2019-01-18,39.20500183105469,107.70999908447266,72.23999786376953
2019-01-22,38.32500076293945,105.68000030517578,67.8499984741211
2019-01-23,38.47999954223633,106.70999908447266,69.0999984741211
2019-01-24,38.17499923706055,106.19999694824219,73.94000244140625
2019-01-25,39.439998626708984,107.16999816894531,77.97000122070312
2019-01-28,39.07500076293945,105.08000183105469,76.22000122070312
2019-01-29,38.66999816894531,102.94000244140625,68.55999755859375
2019-01-30,41.3125,106.37999725341797,71.52999877929688
2019-01-31,41.61000061035156,104.43000030517578,71.3499984741211
2019-02-01,41.630001068115234,102.77999877929688,70.80000305175781
2019-02-04,42.8125,105.73999786376953,71.75
2019-02-05,43.54499816894531,107.22000122070312,72.27999877929688
2019-02-06,43.560001373291016,106.02999877929688,72.66999816894531
2019-02-07,42.73500061035156,105.2699966430664,71.94999694824219
2019-02-08,42.602500915527344,105.66999816894531,73.48999786376953
2019-02-11,42.35749816894531,105.25,74.31999969482422
2019-02-12,42.72249984741211,106.88999938964844,75.58999633789062
2019-02-13,42.54499816894531,106.80999755859375,75.62999725341797
2019-02-14,42.70000076293945,106.9000015258789,75.66999816894531
2019-02-15,42.60499954223633,108.22000122070312,75.63999938964844
2019-02-19,42.73249816894531,108.16999816894531,76.63999938964844
2019-02-20,43.00749969482422,107.1500015258789,75.97000122070312
2019-02-21,42.76499938964844,109.41000366210938,74.43000030517578
2019-02-22,43.24250030517578,110.97000122070312,76.08000183105469
2019-02-25,43.557498931884766,111.58999633789062,77.12999725341797
2019-02-26,43.58250045776367,112.36000061035156,77.94999694824219
2019-02-27,43.717498779296875,112.16999816894531,79.31999969482422
2019-02-28,43.287498474121094,112.02999877929688,81.23999786376953
2019-03-01,43.74250030517578,112.52999877929688,77.45999908447266
2019-03-04,43.962501525878906,112.26000213623047,74.69000244140625
2019-03-05,43.88249969482422,111.69999694824219,76.04000091552734
2019-03-06,43.630001068115234,111.75,75.13999938964844
2019-03-07,43.125,110.38999938964844,74.11000061035156
2019-03-08,43.227500915527344,110.51000213623047,74.4000015258789
2019-03-11,44.724998474121094,112.83000183105469,75.52999877929688
2019-03-12,45.227500915527344,113.62000274658203,76.7699966430664
2019-03-13,45.4275016784668,114.5,77.8499984741211
2019-03-14,45.932498931884766,114.58999633789062,77.37999725341797
2019-03-15,46.529998779296875,115.91000366210938,76.6500015258789
2019-03-18,47.005001068115234,117.56999969482422,75.2300033569336
2019-03-19,46.63249969482422,117.6500015258789,76.80999755859375
2019-03-20,47.040000915527344,117.5199966430664,75.26000213623047
2019-03-21,48.772499084472656,120.22000122070312,78.52999877929688
2019-03-22,47.76250076293945,117.05000305175781,75.08999633789062
2019-03-25,47.185001373291016,117.66000366210938,74.55000305175781
2019-03-26,46.6974983215332,117.91000366210938,73.93000030517578
2019-03-27,47.11750030517578,116.7699966430664,72.97000122070312
2019-03-28,47.18000030517578,116.93000030517578,74.26000213623047
2019-03-29,47.48749923706055,117.94000244140625,74.91999816894531
2019-04-01,47.810001373291016,119.0199966430664,76.31999969482422
2019-04-02,48.505001068115234,119.19000244140625,75.5999984741211
2019-04-03,48.837501525878906,119.97000122070312,77.05000305175781
2019-04-04,48.92250061035156,119.36000061035156,74.5199966430664
2019-04-05,49.25,119.88999938964844,75.02999877929688
2019-04-08,50.025001525878906,119.93000030517578,75.0
2019-04-09,49.875,119.27999877929688,74.5999984741211
2019-04-10,50.154998779296875,120.19000244140625,74.73999786376953
2019-04-11,49.73749923706055,120.33000183105469,75.5
2019-04-12,49.717498779296875,120.94999694824219,75.27999877929688
2019-04-15,49.807498931884766,121.05000305175781,74.38999938964844
2019-04-16,49.8125,120.7699966430664,73.48999786376953
2019-04-17,50.782501220703125,121.7699966430664,72.76000213623047
2019-04-18,50.96500015258789,123.37000274658203,70.73999786376953
2019-04-22,51.13249969482422,123.76000213623047,72.58000183105469
2019-04-23,51.869998931884766,125.44000244140625,72.44999694824219
2019-04-24,51.790000915527344,125.01000213623047,71.98999786376953
2019-04-25,51.31999969482422,129.14999389648438,72.6500015258789
2019-04-26,51.07500076293945,129.88999938964844,71.55000305175781
2019-04-29,51.15250015258789,129.77000427246094,72.72000122070312
2019-04-30,50.16749954223633,130.60000610351562,72.81999969482422
2019-05-01,52.630001068115234,127.87999725341797,73.62000274658203
2019-05-02,52.287498474121094,126.20999908447266,67.73999786376953
2019-05-03,52.9375,128.89999389648438,68.5199966430664
2019-05-06,52.119998931884766,128.14999389648438,70.13999938964844
2019-05-07,50.71500015258789,125.5199966430664,68.41999816894531
2019-05-08,50.724998474121094,125.51000213623047,67.25
2019-05-09,50.18000030517578,125.5,66.38999938964844
2019-05-10,49.29499816894531,127.12999725341797,65.98999786376953
2019-05-13,46.43000030517578,123.3499984741211,62.38999938964844
2019-05-14,47.165000915527344,124.7300033569336,64.11000061035156
2019-05-15,47.72999954223633,126.0199966430664,65.2300033569336
2019-05-16,47.52000045776367,128.92999267578125,66.4000015258789
2019-05-17,47.25,128.07000732421875,65.30999755859375
2019-05-20,45.772499084472656,126.22000122070312,64.38999938964844
2019-05-21,46.650001525878906,126.9000015258789,65.91999816894531
2019-05-22,45.69499969482422,127.66999816894531,66.45999908447266
2019-05-23,44.915000915527344,126.18000030517578,63.75
2019-05-24,44.74250030517578,126.23999786376953,64.66000366210938
2019-05-28,44.557498931884766,126.16000366210938,65.81999969482422
2019-05-29,44.345001220703125,124.94000244140625,63.22999954223633
2019-05-30,44.57500076293945,125.7300033569336,63.66999816894531
2019-05-31,43.76750183105469,123.68000030517578,61.95000076293945
2019-06-03,43.32500076293945,119.83999633789062,60.619998931884766
2019-06-04,44.90999984741211,123.16000366210938,63.38999938964844
2019-06-05,45.6349983215332,125.83000183105469,64.93000030517578
2019-06-06,46.30500030517578,127.81999969482422,65.7699966430664
2019-06-07,47.537498474121094,131.39999389648438,68.45999908447266
2019-06-10,48.14500045776367,132.60000610351562,70.37000274658203
2019-06-11,48.70249938964844,132.10000610351562,70.18000030517578
2019-06-12,48.54750061035156,131.49000549316406,70.45999908447266
2019-06-13,48.537498474121094,132.32000732421875,72.18000030517578
2019-06-14,48.185001373291016,132.4499969482422,71.58999633789062
2019-06-17,48.47249984741211,132.85000610351562,72.20999908447266
2019-06-18,49.61249923706055,135.16000366210938,71.81999969482422
2019-06-19,49.467498779296875,135.69000244140625,72.66000366210938
2019-06-20,49.8650016784668,136.9499969482422,74.41999816894531
2019-06-21,49.69499969482422,136.97000122070312,72.87000274658203
2019-06-24,49.64500045776367,137.77999877929688,72.70999908447266
2019-06-25,48.89250183105469,133.42999267578125,69.87000274658203
2019-06-26,49.95000076293945,133.92999267578125,69.94999694824219
2019-06-27,49.935001373291016,134.14999389648438,71.27999877929688
2019-06-28,49.47999954223633,133.9600067138672,72.52999877929688
2019-07-01,50.38750076293945,135.67999267578125,73.19999694824219
2019-07-02,50.682498931884766,136.5800018310547,73.97000122070312
2019-07-03,51.102500915527344,137.4600067138672,74.26000213623047
2019-07-05,51.057498931884766,137.05999755859375,74.30999755859375
2019-07-08,50.005001068115234,136.9600067138672,73.43000030517578
2019-07-09,50.310001373291016,136.4600067138672,77.95999908447266
2019-07-10,50.807498931884766,137.85000610351562,78.37000274658203
2019-07-11,50.4375,138.39999389648438,79.44000244140625
2019-07-12,50.82500076293945,138.89999389648438,82.27999877929688
2019-07-15,51.3025016784668,138.89999389648438,82.16999816894531
2019-07-16,51.125,137.0800018310547,80.58999633789062
2019-07-17,50.837501525878906,136.27000427246094,80.87000274658203
2019-07-18,51.415000915527344,136.4199981689453,81.05999755859375
2019-07-19,50.647499084472656,136.6199951171875,78.51000213623047
2019-07-22,51.80500030517578,138.42999267578125,78.56999969482422
2019-07-23,52.209999084472656,139.2899932861328,78.83999633789062
2019-07-24,52.16749954223633,140.72000122070312,80.43000030517578
2019-07-25,51.755001068115234,140.19000244140625,80.0199966430664
2019-07-26,51.935001373291016,141.33999633789062,81.80999755859375
2019-07-29,52.41999816894531,141.02999877929688,80.19999694824219
2019-07-30,52.19499969482422,140.35000610351562,80.48999786376953
2019-07-31,53.2599983215332,136.27000427246094,80.41000366210938
2019-08-01,52.10749816894531,138.05999755859375,80.9800033569336
2019-08-02,51.005001068115234,136.89999389648438,69.5999984741211
2019-08-05,48.334999084472656,132.2100067138672,64.8499984741211
2019-08-06,49.25,134.69000244140625,64.5999984741211
2019-08-07,49.7599983215332,135.27999877929688,65.0
2019-08-08,50.85749816894531,138.88999938964844,66.2699966430664
2019-08-09,50.247501373291016,137.7100067138672,65.01000213623047
2019-08-12,50.119998931884766,135.7899932861328,62.29999923706055
2019-08-13,52.24250030517578,138.60000610351562,63.0
2019-08-14,50.6875,133.97999572753906,61.54999923706055
2019-08-15,50.435001373291016,133.67999267578125,62.0
2019-08-16,51.625,136.1300048828125,62.869998931884766
2019-08-19,52.587501525878906,138.41000366210938,64.08000183105469
2019-08-20,52.59000015258789,137.25999450683594,64.37000274658203
2019-08-21,53.15999984741211,138.7899932861328,65.41000366210938
2019-08-22,53.1150016784668,137.77999877929688,64.68000030517578
2019-08-23,50.65999984741211,133.38999938964844,61.779998779296875
2019-08-26,51.622501373291016,135.4499969482422,62.79999923706055
2019-08-27,51.040000915527344,135.74000549316406,61.75
2019-08-28,51.38249969482422,135.55999755859375,62.150001525878906
2019-08-29,52.252498626708984,138.1199951171875,62.84000015258789
2019-08-30,52.185001373291016,137.86000061035156,61.84000015258789
2019-09-03,51.42499923706055,136.0399932861328,61.130001068115234
2019-09-04,52.29750061035156,137.6300048828125,61.16999816894531
2019-09-05,53.31999969482422,140.0500030517578,63.02000045776367
2019-09-06,53.314998626708984,139.10000610351562,62.0
2019-09-09,53.54249954223633,137.52000427246094,61.470001220703125
2019-09-10,54.17499923706055,136.0800018310547,60.54999923706055
2019-09-11,55.897499084472656,136.1199951171875,59.20000076293945
2019-09-12,55.772499084472656,137.52000427246094,57.790000915527344
2019-09-13,54.6875,137.32000732421875,58.290000915527344
2019-09-16,54.974998474121094,136.3300018310547,59.25
2019-09-17,55.17499923706055,137.38999938964844,59.599998474121094
2019-09-18,55.692501068115234,138.52000427246094,59.75
2019-09-19,55.2400016784668,141.07000732421875,59.029998779296875
2019-09-20,54.432498931884766,139.44000244140625,57.849998474121094
2019-09-23,54.68000030517578,139.13999938964844,56.7599983215332
2019-09-24,54.41999816894531,137.3800048828125,57.5
2019-09-25,55.25749969482422,139.36000061035156,58.5099983215332
2019-09-26,54.97249984741211,139.5399932861328,60.79999923706055
2019-09-27,54.70500183105469,137.72999572753906,60.75
2019-09-30,55.99250030517578,139.02999877929688,61.95000076293945
2019-10-01,56.147499084472656,137.07000732421875,61.630001068115234
2019-10-02,54.7400016784668,134.64999389648438,60.08000183105469
2019-10-03,55.20500183105469,136.27999877929688,62.04999923706055
2019-10-04,56.752498626708984,138.1199951171875,62.650001525878906
2019-10-07,56.76499938964844,137.1199951171875,62.25
2019-10-08,56.099998474121094,135.6699981689453,60.79999923706055
2019-10-09,56.75749969482422,138.24000549316406,62.220001220703125
2019-10-10,57.522499084472656,139.10000610351562,62.029998779296875
2019-10-11,59.0525016784668,139.67999267578125,61.540000915527344
2019-10-14,58.967498779296875,139.5500030517578,61.83000183105469
2019-10-15,58.83000183105469,141.57000732421875,64.29000091552734
2019-10-16,58.592498779296875,140.41000366210938,63.0
2019-10-17,58.81999969482422,139.69000244140625,63.400001525878906
2019-10-18,59.102500915527344,137.41000366210938,60.45000076293945
2019-10-21,60.127498626708984,138.42999267578125,61.150001525878906
2019-10-22,59.9900016784668,136.3699951171875,58.83000183105469
2019-10-23,60.79499816894531,137.24000549316406,58.36000061035156
2019-10-24,60.89500045776367,139.94000244140625,61.720001220703125
2019-10-25,61.64500045776367,140.72999572753906,62.88999938964844
